Namespace(arch='resnet18', base_width=64, batch_size=128, data_root='../DATASETS/SVHN', dataset='SVHN', epochs=100, evaluate=False, loss='sat', lr=0.1, lr_gamma=0.1, lr_milestones=[40, 80], lr_schedule='cosine', momentum=0.9, noise_info=None, noise_rate=0.4, noise_type='corrupted_label', optimizer='sgd', print_freq=50, result_dir='results/SVHN/resnet18_sat_corrupted_label_r0.4_cosine_', resume='', sat_alpha=0.9, sat_es=60, save_dir='ckpts/SVHN/resnet18_sat_corrupted_label_r0.4_cosine_', save_freq=0, seed=864, start_epoch=0, train_sets='trainval', turn_off_aug=False, use_refined_label=False, val_sets=['test_set'], weight_decay=0.0005, workers=4)
Using downloaded and verified file: ../DATASETS/SVHN/train_32x32.mat
data shape: (73257, 3, 32, 32)
Using downloaded and verified file: ../DATASETS/SVHN/test_32x32.mat
data shape: (26032, 3, 32, 32)
Randomizing 40.0 percent of labels 
Noisy labels saved to ckpts/SVHN/resnet18_sat_corrupted_label_r0.4_cosine_/noisy_idx_labels.npy
Size of dataset: 73257.
Label error rate: 0.36.
Using `SGD` optimizer
Using `cosine` schedule
****************************************
/opt/conda/lib/python3.6/site-packages/torch/optim/lr_scheduler.py:136: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  "https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate", UserWarning)
/opt/conda/lib/python3.6/site-packages/torch/optim/lr_scheduler.py:156: UserWarning: The epoch parameter in `scheduler.step()` was not necessary and is being deprecated where possible. Please use `scheduler.step()` to step the scheduler. During the deprecation, if epoch is different from None, the closed form is used instead of the new chainable form, where available. Please open an issue if you are unable to replicate your use case: https://github.com/pytorch/pytorch/issues/new/choose.
  warnings.warn(EPOCH_DEPRECATION_WARNING, UserWarning)
Epoch: [0][50/573]	LR 0.100000	Time 0.132 (0.163)	Data 0.000 (0.010)	Loss 2.2982 (3.1280)	Prec@1 13.281 (13.141)
Epoch: [0][100/573]	LR 0.100000	Time 0.089 (0.143)	Data 0.000 (0.005)	Loss 2.2495 (2.7098)	Prec@1 20.312 (13.625)
Epoch: [0][150/573]	LR 0.100000	Time 0.133 (0.139)	Data 0.000 (0.003)	Loss 2.2449 (2.5677)	Prec@1 21.094 (14.172)
Epoch: [0][200/573]	LR 0.100000	Time 0.134 (0.136)	Data 0.000 (0.003)	Loss 2.2497 (2.4956)	Prec@1 19.531 (14.629)
Epoch: [0][250/573]	LR 0.100000	Time 0.134 (0.136)	Data 0.000 (0.002)	Loss 2.2814 (2.4531)	Prec@1 14.844 (14.784)
Epoch: [0][300/573]	LR 0.100000	Time 0.133 (0.135)	Data 0.000 (0.002)	Loss 2.2647 (2.4238)	Prec@1 18.750 (14.964)
Epoch: [0][350/573]	LR 0.100000	Time 0.135 (0.135)	Data 0.000 (0.002)	Loss 2.2508 (2.4029)	Prec@1 18.750 (15.060)
Epoch: [0][400/573]	LR 0.100000	Time 0.134 (0.135)	Data 0.000 (0.001)	Loss 2.2953 (2.3874)	Prec@1 15.625 (15.096)
Epoch: [0][450/573]	LR 0.100000	Time 0.133 (0.135)	Data 0.000 (0.001)	Loss 2.2652 (2.3755)	Prec@1 13.281 (15.141)
Epoch: [0][500/573]	LR 0.100000	Time 0.134 (0.135)	Data 0.000 (0.001)	Loss 2.2725 (2.3661)	Prec@1 17.969 (15.188)
Epoch: [0][550/573]	LR 0.100000	Time 0.133 (0.135)	Data 0.000 (0.001)	Loss 2.3029 (2.3588)	Prec@1 8.594 (15.135)
Epoch: [0][573/573]	LR 0.100000	Time 1.020 (0.136)	Data 0.000 (0.001)	Loss 2.2807 (2.3558)	Prec@1 19.512 (15.122)
****************************************
test_set:	 * Prec@1 19.499
****************************************
Epoch: [1][50/573]	LR 0.099975	Time 0.133 (0.138)	Data 0.000 (0.005)	Loss 2.2879 (2.2814)	Prec@1 16.406 (14.719)
Epoch: [1][100/573]	LR 0.099975	Time 0.133 (0.132)	Data 0.000 (0.003)	Loss 2.2767 (2.2817)	Prec@1 15.625 (15.250)
